dist,episode_num,epsilon,reward
201,5,0.9598,138.6491
201,5,0.9598,138.6491
215,5,0.9196,166.6367
285,5,0.8794,178.6051
163,5,0.8686,129.9337
591,5,0.8186,197.6317
594,5,0.7686,180.5078
192,5,0.7283999999999999,156.7551
594,5,0.6881999999999999,154.8525
167,5,0.6577999999999999,105.2604
592,5,0.6175999999999999,163.6906
593,5,0.597,100.2275
525,5,0.5666,100.964
155,5,0.546,104.9535
594,5,0.5352000000000001,75.3701
492,5,0.4950000000000001,150.1265
593,5,0.4646000000000001,129.2585
594,5,0.4244000000000001,154.8525
157,5,0.3940000000000001,109.8022
137,5,0.38320000000000015,60.8239
434,5,0.3430000000000001,127.7855
164,5,0.3224000000000001,77.641
144,5,0.3018000000000001,77.5797
428,5,0.28120000000000017,74.1426
354,5,0.2508000000000002,87.8295
362,5,0.2508000000000002,71.2579
404,5,0.2508000000000002,90.4073
361,5,0.2508000000000002,70.0304
407,5,0.2508000000000002,73.71300000000002
417,5,0.2508000000000002,61.4377
363,5,0.2508000000000002,75.3088
424,5,0.2508000000000002,89.54799999999999
148,5,0.2508000000000002,56.2207
166,5,0.2508000000000002,78.9299
168,5,0.2508000000000002,79.3596
377,5,0.2508000000000002,77.15
144,5,0.2508000000000002,43.8227
143,5,0.2508000000000002,67.3912
360,5,0.2508000000000002,69.2325
434,5,0.2508000000000002,61.7446
397,5,0.2508000000000002,105.9355
386,5,0.2508000000000002,88.5046
146,5,0.2508000000000002,78.9299
396,5,0.2508000000000002,59.535
138,5,0.2508000000000002,68.8029
412,5,0.2508000000000002,72.4854
139,5,0.2508000000000002,71.8103
144,5,0.2508000000000002,62.1742
410,5,0.2508000000000002,100.2889
133,5,0.2508000000000002,41.7973
142,5,0.2508000000000002,71.3807
147,5,0.2508000000000002,61.4377
140,5,0.2508000000000002,44.3137
151,5,0.2508000000000002,59.2895
338,5,0.2508000000000002,99.3069
147,5,0.2508000000000002,62.788
434,5,0.2508000000000002,62.7266
319,5,0.2508000000000002,86.6634
143,5,0.2508000000000002,92.2486
145,5,0.2508000000000002,60.3943
353,5,0.2508000000000002,71.3193
147,5,0.2508000000000002,61.0694
438,5,0.2508000000000002,66.2864
140,5,0.2508000000000002,89.3639
142,5,0.2508000000000002,85.8041
375,5,0.2508000000000002,90.9597
131,5,0.2508000000000002,73.1606
354,5,0.2508000000000002,57.6324
384,5,0.2508000000000002,58.3075
149,5,0.2508000000000002,57.1414
132,5,0.2508000000000002,90.1004
383,5,0.2508000000000002,73.4674
150,5,0.2508000000000002,44.2523
302,5,0.2508000000000002,68.3732
407,5,0.2508000000000002,93.7216
340,5,0.2508000000000002,65.5499
361,5,0.2508000000000002,88.0137
337,5,0.2508000000000002,68.1277
144,5,0.2508000000000002,44.8661
147,5,0.2508000000000002,62.4197
149,5,0.2508000000000002,64.1996
134,5,0.2508000000000002,67.5139
144,5,0.2508000000000002,54.6863
139,5,0.2508000000000002,84.2697
138,5,0.2508000000000002,43.6999
319,5,0.2508000000000002,84.1469
138,5,0.2508000000000002,42.5338
150,5,0.2508000000000002,44.8047
146,5,0.2508000000000002,55.6683
402,5,0.2508000000000002,105.4445
389,5,0.2508000000000002,59.2895
137,5,0.2508000000000002,59.9647
360,5,0.2508000000000002,98.509
152,5,0.2508000000000002,63.279
326,5,0.2508000000000002,69.2325
146,5,0.2508000000000002,59.7806
428,5,0.2508000000000002,95.4402
407,5,0.2508000000000002,89.8549
189,5,0.2508000000000002,58.4916
138,5,0.2508000000000002,45.2957
145,5,0.2508000000000002,61.9901
130,5,0.2508000000000002,74.0812
135,5,0.2508000000000002,43.8841
387,5,0.2508000000000002,84.8835
144,5,0.2508000000000002,58.2461
329,5,0.2508000000000002,95.9926
142,5,0.2508000000000002,76.5976
150,5,0.2508000000000002,61.4991
143,5,0.2508000000000002,61.0694
139,5,0.2508000000000002,43.5158
416,5,0.2508000000000002,102.744
142,5,0.2508000000000002,77.0273
421,5,0.2508000000000002,105.5673
147,5,0.2508000000000002,61.7446
148,5,0.2508000000000002,88.566
145,5,0.2508000000000002,57.6937
146,5,0.2508000000000002,74.7563
142,5,0.2508000000000002,57.2027
136,5,0.2508000000000002,57.3255
420,5,0.2508000000000002,100.1048
369,5,0.2508000000000002,85.5586
140,5,0.2508000000000002,67.6367
147,5,0.2508000000000002,85.1903
141,5,0.2508000000000002,95.9926
431,5,0.2508000000000002,76.2908
139,5,0.2508000000000002,43.0248
139,5,0.2508000000000002,75.0632
406,5,0.2508000000000002,96.5449
395,5,0.2508000000000002,73.8357
145,5,0.2508000000000002,72.7309
343,5,0.2508000000000002,67.9436
130,5,0.2508000000000002,57.8779
442,5,0.2508000000000002,90.5301
146,5,0.2508000000000002,87.7067
143,5,0.2508000000000002,87.1544
134,5,0.2508000000000002,67.3298
375,5,0.2508000000000002,71.442
344,5,0.2508000000000002,77.1501
145,5,0.2508000000000002,71.8103
382,5,0.2508000000000002,119.0087
138,5,0.2508000000000002,61.7446
151,5,0.2508000000000002,92.9237
155,5,0.2508000000000002,54.1953
332,5,0.2508000000000002,56.2821
407,5,0.2508000000000002,73.8357
139,5,0.2508000000000002,73.9585
151,5,0.2508000000000002,61.3763
145,5,0.2508000000000002,83.7787
157,5,0.2508000000000002,85.3745
151,5,0.2508000000000002,89.6708
386,5,0.2508000000000002,74.8791
421,5,0.2508000000000002,103.3577
142,5,0.2508000000000002,43.3317
434,5,0.2508000000000002,90.8369
394,5,0.2508000000000002,90.6528
405,5,0.2508000000000002,98.3862
138,5,0.2508000000000002,69.6007
394,5,0.2508000000000002,91.6348
131,5,0.2508000000000002,57.2027
463,5,0.2508000000000002,77.5797
393,5,0.2508000000000002,87.0316
152,5,0.2508000000000002,56.7117
145,5,0.2508000000000002,45.4185
342,5,0.2508000000000002,87.8295
134,5,0.2508000000000002,57.3868
146,5,0.2508000000000002,62.3583
145,5,0.2508000000000002,60.9467
324,5,0.2508000000000002,100.2889
135,5,0.2508000000000002,59.1668
428,5,0.2508000000000002,93.4761
151,5,0.2508000000000002,73.0992
142,5,0.2508000000000002,61.4991
374,5,0.2508000000000002,107.5927
142,5,0.2508000000000002,60.0874
144,5,0.2508000000000002,74.3267
374,5,0.2508000000000002,91.5121
140,5,0.2508000000000002,77.5796
147,5,0.2508000000000002,55.9752
136,5,0.2508000000000002,43.3317
140,5,0.2508000000000002,61.6832
336,5,0.2508000000000002,97.3428
134,5,0.2508000000000002,64.9361
359,5,0.2508000000000002,87.3385
149,5,0.2508000000000002,44.7434
135,5,0.2508000000000002,54.0725
159,5,0.2508000000000002,45.4185
142,5,0.2508000000000002,56.7731
139,5,0.2508000000000002,71.0124
341,5,0.2508000000000002,85.8655
147,5,0.2508000000000002,58.6758
146,5,0.2508000000000002,58.1234
143,5,0.2508000000000002,65.3658
354,5,0.2508000000000002,74.5722
369,5,0.2508000000000002,71.1352
386,5,0.2508000000000002,68.987
433,5,0.2508000000000002,77.7638
151,5,0.2508000000000002,44.3137
144,5,0.2508000000000002,68.6187
148,5,0.2508000000000002,58.1234
373,5,0.2508000000000002,72.3013
137,5,0.2508000000000002,69.969
322,5,0.2508000000000002,97.2201
141,5,0.2508000000000002,87.0316
138,5,0.2508000000000002,80.0961
397,5,0.2508000000000002,93.78299999999999
146,5,0.2508000000000002,69.3552
135,5,0.2508000000000002,44.8047
347,5,0.2508000000000002,64.8134
374,5,0.2508000000000002,74.3881
355,5,0.2508000000000002,71.2579
141,5,0.2508000000000002,58.4303
132,5,0.2508000000000002,91.5121
397,5,0.2508000000000002,58.9827
150,5,0.2508000000000002,58.8599
145,5,0.2508000000000002,61.0694
141,5,0.2508000000000002,58.1234
142,5,0.2508000000000002,75.8611
371,5,0.2508000000000002,86.9089
336,5,0.2508000000000002,56.3435
147,5,0.2508000000000002,69.2325
150,5,0.2508000000000002,79.6051
137,5,0.2508000000000002,42.9634
366,5,0.2508000000000002,89.4867
142,5,0.2508000000000002,57.6324
144,5,0.2508000000000002,82.1829
131,5,0.2508000000000002,94.0285
354,5,0.2508000000000002,87.7681
137,5,0.2508000000000002,67.514
158,5,0.2508000000000002,44.4365
407,5,0.2508000000000002,60.4557
138,5,0.2508000000000002,56.5276
372,5,0.2508000000000002,87.5226
136,5,0.2508000000000002,56.5276
142,5,0.2508000000000002,71.3193
138,5,0.2508000000000002,77.8865
141,5,0.2508000000000002,56.1593
133,5,0.2508000000000002,57.5096
147,5,0.2508000000000002,43.7613
146,5,0.2508000000000002,66.1637
154,5,0.2508000000000002,56.7731
147,5,0.2508000000000002,70.0917
145,5,0.2508000000000002,72.7309
136,5,0.2508000000000002,82.1829
152,5,0.2508000000000002,60.8239
147,5,0.2508000000000002,84.7607
139,5,0.2508000000000002,43.393
351,5,0.2508000000000002,97.8339
151,5,0.2508000000000002,89.1798
149,5,0.2508000000000002,74.0812
390,5,0.2508000000000002,75.2474
145,5,0.2508000000000002,67.8822
136,5,0.2508000000000002,61.4377
152,5,0.2508000000000002,75.0632
406,5,0.2508000000000002,102.1915
142,5,0.2508000000000002,59.4123
141,5,0.2508000000000002,57.3869
139,5,0.2508000000000002,58.6144
144,5,0.2508000000000002,59.2895
150,5,0.2508000000000002,75.3087
380,5,0.2508000000000002,86.8475
407,5,0.2508000000000002,72.9151
138,5,0.2508000000000002,44.3751
139,5,0.2508000000000002,56.7731
376,5,0.2508000000000002,71.9944
150,5,0.2508000000000002,72.1172
142,5,0.2508000000000002,69.6621
141,5,0.2508000000000002,94.9492
142,5,0.2508000000000002,74.5109
149,5,0.2508000000000002,43.2703
141,5,0.2508000000000002,73.0992
156,5,0.2508000000000002,74.3881
136,5,0.2508000000000002,73.3447
434,5,0.2508000000000002,78.1934
138,5,0.2508000000000002,81.9988
328,5,0.2508000000000002,81.0168
142,5,0.2508000000000002,70.1531
368,5,0.2508000000000002,103.0508
146,5,0.2508000000000002,58.6144
373,5,0.2508000000000002,95.5015
140,5,0.2508000000000002,73.3447
142,5,0.2508000000000002,43.6386
146,5,0.2508000000000002,64.1383
136,5,0.2508000000000002,44.0682
152,5,0.2508000000000002,56.2207
347,5,0.2508000000000002,87.6454
153,5,0.2508000000000002,60.3329
352,5,0.2508000000000002,57.7551
144,5,0.2508000000000002,45.0502
387,5,0.2508000000000002,85.1903
359,5,0.2508000000000002,105.69
141,5,0.2508000000000002,58.553000000000004
141,5,0.2508000000000002,43.6999
141,5,0.2508000000000002,72.9151
403,5,0.2508000000000002,75.4929
131,5,0.2508000000000002,90.837
407,5,0.2508000000000002,72.6082
140,5,0.2508000000000002,43.7613
380,5,0.2508000000000002,104.708
149,5,0.2508000000000002,58.6144
148,5,0.2508000000000002,73.4061
145,5,0.2508000000000002,61.6218
135,5,0.2508000000000002,58.1234
152,5,0.2508000000000002,87.7068
132,5,0.2508000000000002,54.1339
146,5,0.2508000000000002,99.6751
311,5,0.2508000000000002,68.8642
365,5,0.2508000000000002,57.8779
391,5,0.2508000000000002,87.7681
139,5,0.2508000000000002,61.0694
149,5,0.2508000000000002,74.7564
417,5,0.2508000000000002,76.2294
142,5,0.2508000000000002,44.4978
138,5,0.2508000000000002,55.607
141,5,0.2508000000000002,73.6516
148,5,0.2508000000000002,60.2102
141,5,0.2508000000000002,94.9492
145,5,0.2508000000000002,57.4482
407,5,0.2508000000000002,75.4315
149,5,0.2508000000000002,76.8431
142,5,0.2508000000000002,89.4253
141,5,0.2508000000000002,71.3807
140,5,0.2508000000000002,55.4228
146,5,0.2508000000000002,57.8779
144,5,0.2508000000000002,92.7396
147,5,0.2508000000000002,74.5109
145,5,0.2508000000000002,58.3689
134,5,0.2508000000000002,70.46
143,5,0.2508000000000002,44.4365
146,5,0.2508000000000002,74.4495
146,5,0.2508000000000002,59.4736
377,5,0.2508000000000002,87.09299999999998
138,5,0.2508000000000002,91.3893
404,5,0.2508000000000002,77.3956
313,5,0.2508000000000002,86.7861
148,5,0.2508000000000002,43.3931
149,5,0.2508000000000002,72.8537
138,5,0.2508000000000002,85.1289
139,5,0.2508000000000002,59.2281
372,5,0.2508000000000002,79.421
173,5,0.2508000000000002,58.9827
433,5,0.2508000000000002,76.2908
141,5,0.2508000000000002,43.9454
158,5,0.2508000000000002,54.7477
150,5,0.2508000000000002,58.3075
141,5,0.2508000000000002,55.3614
143,5,0.2508000000000002,66.2864
146,5,0.2508000000000002,44.0068
157,5,0.2508000000000002,69.969
393,5,0.2508000000000002,59.5964
148,5,0.2508000000000002,91.3893
382,5,0.2508000000000002,58.4916
388,5,0.2508000000000002,72.4241
146,5,0.2508000000000002,69.969
357,5,0.2508000000000002,75.2474
359,5,0.2508000000000002,75.4315
149,5,0.2508000000000002,90.1004
142,5,0.2508000000000002,59.535
375,5,0.2508000000000002,88.1364
426,5,0.2508000000000002,74.2653
369,5,0.2508000000000002,93.6602
428,5,0.2508000000000002,86.9089
144,5,0.2508000000000002,56.2207
149,5,0.2508000000000002,59.1668
139,5,0.2508000000000002,74.5722
143,5,0.2508000000000002,58.6758
147,5,0.2508000000000002,56.1593
402,5,0.2508000000000002,71.8717
149,5,0.2508000000000002,45.6026
135,5,0.2508000000000002,81.2622
139,5,0.2508000000000002,58.0006
145,5,0.2508000000000002,44.1296
145,5,0.2508000000000002,98.4476
395,5,0.2508000000000002,89.9777
456,5,0.2508000000000002,77.8252
140,5,0.2508000000000002,55.9138
136,5,0.2508000000000002,91.1438
449,5,0.2508000000000002,95.0719
149,5,0.2508000000000002,72.8537
166,5,0.2508000000000002,64.6293
141,5,0.2508000000000002,77.7638
356,5,0.2508000000000002,87.1544
327,5,0.2508000000000002,55.9752
140,5,0.2508000000000002,72.3627
428,5,0.2508000000000002,91.3893
152,5,0.2508000000000002,61.3149
146,5,0.2508000000000002,55.9752
134,5,0.2508000000000002,57.2641
139,5,0.2508000000000002,57.6323
135,5,0.2508000000000002,72.8537
150,5,0.2508000000000002,93.4761
398,5,0.2508000000000002,59.9033
354,5,0.2508000000000002,72.4241
436,5,0.2508000000000002,90.837
317,5,0.2508000000000002,72.7309
145,5,0.2508000000000002,75.0018
360,5,0.2508000000000002,84.7607
394,5,0.2508000000000002,84.2083
418,5,0.2508000000000002,100.4117
342,5,0.2508000000000002,90.4687
137,5,0.2508000000000002,75.3701
370,5,0.2508000000000002,88.5047
356,5,0.2508000000000002,85.0062
135,5,0.2508000000000002,42.1655
434,5,0.2508000000000002,86.602
394,5,0.2508000000000002,59.1668
395,5,0.2508000000000002,82.0601
435,5,0.2508000000000002,89.9163
431,5,0.2508000000000002,91.7576
140,5,0.2508000000000002,58.1234
142,5,0.2508000000000002,58.9213
143,5,0.2508000000000002,70.0304
139,5,0.2508000000000002,88.6274
385,5,0.2508000000000002,89.3639
142,5,0.2508000000000002,61.4991
147,5,0.2508000000000002,71.3193
143,5,0.2508000000000002,65.734
151,5,0.2508000000000002,57.5096
134,5,0.2508000000000002,55.9138
140,5,0.2508000000000002,55.1773
410,5,0.2508000000000002,61.4377
146,5,0.2508000000000002,68.1891
135,5,0.2508000000000002,73.1606
151,5,0.2508000000000002,92.8624
350,5,0.2508000000000002,71.3193
358,5,0.2508000000000002,82.367
140,5,0.2508000000000002,68.6801
150,5,0.2508000000000002,75.0018
145,5,0.2508000000000002,83.4104
436,5,0.2508000000000002,76.7818
143,5,0.2508000000000002,43.5158
365,5,0.2508000000000002,57.57100000000001
147,5,0.2508000000000002,78.9913
335,5,0.2508000000000002,56.6503
146,5,0.2508000000000002,79.6051
360,5,0.2508000000000002,103.1736
381,5,0.2508000000000002,71.0124
152,5,0.2508000000000002,62.9107
398,5,0.2508000000000002,117.2901
160,5,0.2508000000000002,60.9467
140,5,0.2508000000000002,56.2821
135,5,0.2508000000000002,42.1655
132,5,0.2508000000000002,59.5964
150,5,0.2508000000000002,89.2412
142,5,0.2508000000000002,91.0211
140,5,0.2508000000000002,69.3553
384,5,0.2508000000000002,74.8791
145,5,0.2508000000000002,72.4854
346,5,0.2508000000000002,88.1364
349,5,0.2508000000000002,72.5468
152,5,0.2508000000000002,61.9901
134,5,0.2508000000000002,71.8103
323,5,0.2508000000000002,72.6082
342,5,0.2508000000000002,69.0483
153,5,0.2508000000000002,90.1004
382,5,0.2508000000000002,88.075
410,5,0.2508000000000002,93.5375
140,5,0.2508000000000002,73.9585
479,5,0.2508000000000002,76.1067
420,5,0.2508000000000002,75.7384
153,5,0.2508000000000002,68.4346
141,5,0.2508000000000002,71.3807
342,5,0.2508000000000002,76.1066
358,5,0.2508000000000002,69.47800000000001
434,5,0.2508000000000002,103.726
154,5,0.2508000000000002,57.9392
145,5,0.2508000000000002,101.9461
331,5,0.2508000000000002,69.9076
340,5,0.2508000000000002,79.7892
141,5,0.2508000000000002,69.2939
142,5,0.2508000000000002,45.1116
133,5,0.2508000000000002,62.1128
141,5,0.2508000000000002,61.3763
138,5,0.2508000000000002,57.3255
134,5,0.2508000000000002,59.7192
434,5,0.2508000000000002,115.0806
154,5,0.2508000000000002,61.6832
401,5,0.2508000000000002,87.7068
372,5,0.2508000000000002,86.0496
142,5,0.2508000000000002,61.3763
400,5,0.2508000000000002,86.4792
372,5,0.2508000000000002,58.4302
147,5,0.2508000000000002,72.5468
354,5,0.2508000000000002,84.7607
146,5,0.2508000000000002,76.8431
140,5,0.2508000000000002,77.15
393,5,0.2508000000000002,87.3999
139,5,0.2508000000000002,69.5394
148,5,0.2508000000000002,68.8642
377,5,0.2508000000000002,90.2846
131,5,0.2508000000000002,69.5394
353,5,0.2508000000000002,94.7037
367,5,0.2508000000000002,104.4011
362,5,0.2508000000000002,87.3999
398,5,0.2508000000000002,92.1872
393,5,0.2508000000000002,86.7247
148,5,0.2508000000000002,57.9393
381,5,0.2508000000000002,74.8791
371,5,0.2508000000000002,88.0136
142,5,0.2508000000000002,110.7229
140,5,0.2508000000000002,70.5214
149,5,0.2508000000000002,62.1742
158,5,0.2508000000000002,84.8835
149,5,0.2508000000000002,67.5754
377,5,0.2508000000000002,72.7309
138,5,0.2508000000000002,62.1742
137,5,0.2508000000000002,92.0645
147,5,0.2508000000000002,85.4359
155,5,0.2508000000000002,60.8853
411,5,0.2508000000000002,77.15
142,5,0.2508000000000002,73.8971
396,5,0.2508000000000002,58.4916
143,5,0.2508000000000002,96.2381
133,5,0.2508000000000002,68.49600000000001
138,5,0.2508000000000002,56.6504
340,5,0.2508000000000002,67.3298
140,5,0.2508000000000002,74.3267
148,5,0.2508000000000002,72.42399999999998
306,5,0.2508000000000002,69.0484
403,5,0.2508000000000002,79.1754
348,5,0.2508000000000002,83.9628
372,5,0.2508000000000002,59.5351
148,5,0.2508000000000002,56.9572
391,5,0.2508000000000002,78.7458
142,5,0.2508000000000002,57.8779
144,5,0.2508000000000002,84.7607
373,5,0.2508000000000002,73.3447
168,5,0.2508000000000002,89.057
391,5,0.2508000000000002,80.89399999999998
142,5,0.2508000000000002,43.8227
148,5,0.2508000000000002,57.4482
143,5,0.2508000000000002,38.6671
371,5,0.2508000000000002,68.8029
142,5,0.2508000000000002,87.9523
141,5,0.2508000000000002,61.1922
137,5,0.2508000000000002,68.7415
148,5,0.2508000000000002,79.421
140,5,0.2508000000000002,70.5214
155,5,0.2508000000000002,86.1723
135,5,0.2508000000000002,43.7613
148,5,0.2508000000000002,73.5288
340,5,0.2508000000000002,55.1773
146,5,0.2508000000000002,60.3329
376,5,0.2508000000000002,58.2461
140,5,0.2508000000000002,55.6069
392,5,0.2508000000000002,94.1513
139,5,0.2508000000000002,68.7415
144,5,0.2508000000000002,60.0874
413,5,0.2508000000000002,82.5512
390,5,0.2508000000000002,75.8611
136,5,0.2508000000000002,86.4792
142,5,0.2508000000000002,70.1531
140,5,0.2508000000000002,56.8958
151,5,0.2508000000000002,57.1414
362,5,0.2508000000000002,69.2938
145,5,0.2508000000000002,57.1414
372,5,0.2508000000000002,73.1606
143,5,0.2508000000000002,61.6218
147,5,0.2508000000000002,67.3298
146,5,0.2508000000000002,60.1488
149,5,0.2508000000000002,60.026
380,5,0.2508000000000002,76.4135
140,5,0.2508000000000002,76.65899999999998
398,5,0.2508000000000002,60.026
133,5,0.2508000000000002,57.9393
370,5,0.2508000000000002,70.0304
